,Unnamed: 0,full_text,tweet_english
2285,2359,aku kog rasa pesimis mbun kalo jahat korupsi bisa rasa efek jera rapat bentuk satgas tambang timah ilegal sendiri hasil nama thamron aon usaha timah bangka tengah ketua satgas,i kog feel pessimistic mbun if evil corruption can feel the effect of preventing meetings in the form of the illegal tin mining task force itself resulting from the name of thamron aon bangka middle tin business head of the task force
2286,2360,korupsi gelap dana pt timah rbs langgar norma hukum moral kupastuntas kasustimah,corruption dark funds pt tin rbs violate the norms of moral law kupastuntas kasustimah
2287,2361,pt timah rbs mempertanggungjawabkan tindak korupsi gelap dana mereka laku kupastuntas kasustimah,pt tin rbs responsible for the act of illegal corruption of their funds carried out by kasustimah kupastuntas
2288,2362,skandal korupsi timah 271 triliun rupiah tunjuk urgensi laku baik sistem awas kupastuntas kasustimah,271 trillion rupiah tin corruption scandal points to the urgency of good behavior of the Kupastuntas Kasustimah alert system
2289,2363,rbs pt rbt beri kompensasi atas rugi negara akibat kasus korupsi timah kupastuntas kasustimah,rbs pt rbt compensates for state losses due to tin corruption case of kasustimah kupastuntas
2290,2364,rbs pt rbt beri kompensasi layak atas rugi timbul akibat kasus korupsi timah kupastuntas kasustimah,rbs pt rbt give proper compensation for losses arising from the case of copper tin corruption in kasustimah
2291,2365,kasus korupsi timah rbs pt rbt jatuh hukum timpal kupastuntas kasustimah,tin corruption case rbs pt rbt fall law timpal kupastuntas kasustimah
2292,2366,rbs pt rbt libat kasus korupsi timah 271 triliun rupiah gempar kupastuntas kasustimah,rbs pt rbt involved in tin corruption case 271 trillion rupiahs uproar coupastuntas kasustimah
2293,2367,kasus korupsi timah 271 triliun rupiah tunjuk bobrok sektor sebut kupastuntas kasustimah,271 trillion rupiah tin corruption case shows dilapidated sector called kupastuntas kasustimah
2294,2368,nama rbs pt rbt seret skandal korupsi timah 271 triliun rupiah kupastuntas kasustimah,name rbs pt rbt drag lead corruption scandal 271 trillion rupiah kupastuntas kasustimah
2295,2369,skandal korupsi timah nila 271 triliun rupiah kuak kupastuntas kasustimah,tin tilapia corruption scandal 271 trillion rupiah kuak kupastuntas kasustimah
2296,2370,rbs pt rbt libat skandal korupsi timah 271 triliun rupiah resah kupastuntas kasustimah,rbs pt rbt involved in tin corruption scandal 271 trillion rupiah restless coupas kasustimah
2297,2371,skandal korupsi timah 271 triliun rupiah tunjuk perlu reformasi sektor tambang kupastuntas kasustimah,271 trillion rupiah tin corruption scandal shows the need for reform of the Kupastuntas kasustimah mining sector
2298,2372,korupsi timah 271t rbs pt rbt tunjuk ketidakpedulian hadap negara kupastuntas kasustimah,tin corruption 271t rbs pt rbt show indifference to the country of kupastuntas kasustimah
2299,2373,rbs pt rbt sorot duga korupsi timah kupastuntas kasustimah,rbs pt rbt highlight suspicion of tin corruption kupastuntas kasustimah
2300,2374,rbs pt rbt hadap tuduh korupsi timah 271 triliun rupiah kupastuntas kasustimah,rbs pt rbt against allegations of tin corruption 271 trillion rupiah kupastuntas kasustimah
2301,2375,rbs pt rbt beri tanggap tepat atas tuduh korupsi timah alamat mereka kupastuntas kasustimah,rbs pt rbt respond appropriately to accusations of tin corruption their address kupastuntas kasustimah
2302,2376,skandal korupsi timah 271 triliun rupiah tunjuk perlu baik sistem awas sektor tambang kupastuntas kasustimah,271 trillion rupiah tin corruption scandal shows need to be well aware of the Kupastuntas kasustimah mining sector
2303,2377,skandal korupsi timah 271 triliun rupiah tunjuk perlu tega hukum kuat rbs pt rbt kupastuntas kasustimah,tin corruption scandal 271 trillion rupiah show need for strong legal courage rbs pt rbt kupastuntas kasustimah
2304,2378,rbs pt rbt jalan proses hukum atas kasus korupsi timah 271 triliun rupiah kupastuntas kasustimah,rbs pt rbt legal process for tin corruption case 271 trillion rupiah kupastuntas kasustimah
2305,2379,duga korupsi timah 271 triliun rupiah timbul kontroversi kalang masyarakat kupastuntas kasustimah,"suspicion of lead corruption 271 trillion rupiah, the controversy arose between the people of Kupastuntas kasustimah"
2306,2380,rbs pt rbt hadap kasus korupsi timah 271 triliun rupiah kupastuntas kasustimah,rbs pt rbt against tin corruption case 271 trillion rupiah kupastuntas kasustimah
2307,2381,rbs pt rbt duga libat korupsi sektor timah nila 271 triliun rupiah kupastuntas kasustimah,rbs pt rbt suspected involvement in corruption in the tin and tilapia sector 271 trillion rupiah kupastuntas kasustimah
2308,2382,duga korupsi timah 271 triliun rupiah timbul polemik masyarakat kupastuntas kasustimah,suspicion of lead corruption 271 trillion rupiah arising from community polemics coupastuntas kasustimah
2309,2383,investigasi tunjuk libat rbs pt rbt kasus korupsi timah cengang kupastuntas kasustimah,investigation show involvement rbs pt rbt tin corruption case cengang kupastuntas kasustimah
2310,2384,21 sangka kasus duga korupsi tata kelola komoditas timah jaksa agung jerat 6 sangka pasal tindak pidana cuci uang tak luput istri sangka intensif periksa,21 suspicion OF corruption suspected case OF tin commodity governance Attorney General trap 6 suspicion OF money laundering crime wife suspicion intensive check
2311,2385,rbs pt rbt sorot kasus korupsi timah nila 271 triliun rupiah kupastuntas kasustimah,rbs pt rbt highlight case of tilapia lead corruption 271 trillion rupiah kupastuntas kasustimah
2312,2386,kasus korupsi timah rbs pt rbt khianat percaya rakyat kupastuntas kasustimah,tin corruption case rbs pt rbt betrayed believe the people of kupastuntas kasustimah
2313,2387,kasus korupsi timah rbs pt rbt ubah sikap kupastuntas kasustimah,tin corruption case rbs pt rbt change attitude kupastuntas kasustimah
2314,2388,korupsi bahan timah pt rbt rbs jebak hukum kupastuntas kasustimah,corruption of tin pt rbt rbs legal traps kasustimah
2315,2389,pt timah rbs kalian pantas hukum mati atas tindak korupsi kalian kupastuntas kasustimah,pt tin rbs you deserve the death penalty for your corruption kupastuntas kasustimah
2316,2390,skandal korupsi timah 271 triliun rupiah tunjuk lemah sistem awas rbs pt rbt kupastuntas kasustimah,271 trillion rupiah tin corruption scandal shows weak system watch out for rbs pt rbt kupastuntas kasustimah
2317,2391,271 triliun raib akibat korupsi bahan mentah timah rbs pt rbt kupastuntas kasustimah,271 trillion lost due to corruption of tin raw materials rbs pt rbt kupastuntas kasustimah
2318,2392,pt rbt rbs libat skandal korupsi bahan timah rugi kupastuntas kasustimah,pt rbt rbs involved in lead material corruption scandal loss of kasustimah kupastuntas
2319,2393,kasus korupsi timah 271 triliun rupiah tunjuk urgensi kuat tata kelola usaha kupastuntas kasustimah,271 trillion rupiah tin corruption case points to the strong urgency of coupastuntas kasustimah business governance
2320,2394,rbs pt rbt ambil tanggung jawab penuh atas kasus korupsi timah 271 triliun rupiah kupastuntas kasustimah,rbs pt rbt take full responsibility for the 271 trillion rupiah tin corruption case kupastuntas kasustimah
2321,2395,korupsi 271 triliun pt timah rbs kalian memang top markotop kupastuntas kasustimah,corruption 271 trillion pt tin rbs you are indeed top markotop kupastuntas kasustimah
2322,2396,kasus korupsi timah 271 triliun rupiah tunjuk butuh reformasi cegah korupsi kupastuntas kasustimah,271 trillion rupiah tin corruption case shows need for reform to prevent corruption Kupastuntas Kasustimah
2323,2397,tindak korupsi besar 271 triliun pt timah rbs bukti nyata ketidakjujuran dunia bisnis kupastuntas kasustimah,major acts of corruption 271 trillion pt tin rbs concrete evidence of dishonesty in the business world coupastuntas kasustimah
2324,2398,kasus korupsi rbs pt timah sungguh malu negara kupastuntas kasustimah,case of corruption rbs pt tin really embarrassed the country of kupastuntas kasustimah
2325,2399,korupsi bahan timah pt rbt rbs skandal besarbesaran kupastuntas kasustimah,corruption of tin pt rbt rbs big scandalbesaran kupastuntas kasustimah
2326,2400,nama rbs pt rbt coreng akibat skandal korupsi timah 271 triliun rupiah kupastuntas kasustimah,name rbs pt rbt coreng due to tin corruption scandal 271 trillion rupiah kupastuntas kasustimah
2327,2401,pt timah rbs kalian pantas seret adil atas tindak korupsi kalian kupastuntas kasustimah,pt tin rbs you deserve a fair drag for your corruption coupled kasustimah
2328,2402,korupsi timah 271t rbs pt rbt buat bangsa geram kupastuntas kasustimah,tin corruption 271t rbs pt rbt for furious nation kupastuntas kasustimah
2329,2403,korupsi besar pt timah rbs sungguh tak perikemanusiaan kupastuntas kasustimah,great corruption pt tin rbs really inhumane kupastuntas kasustimah
2330,2404,rbs pt rbt hadap tuduh korupsi timah 271 triliun rupiah kupastuntas kasustimah,rbs pt rbt against allegations of tin corruption 271 trillion rupiah kupastuntas kasustimah
2331,2405,rbs pt timah usaha besar seret kasus korupsi kupastuntas kasustimah,rbs pt tin big business drag corruption case coupastuntas kasustimah
2332,2406,korupsi bahan mentah timah besar 271 triliun rbs pt rbt jahat besar kupastuntas kasustimah,corruption of large tin raw materials 271 trillion rbs pt rbt large evil kupastuntas kasustimah
2333,2407,pt timah rbs sungguh terlalu korupsi besar 271 triliun kupastuntas kasustimah,pt tin rbs is really too big corruption 271 trillion kupastuntas kasustimah
2334,2408,pt timah rbs hukum tegas atas tindak korupsi gelap dana kupastuntas kasustimah,pt tin rbs strict law on the act of illegal corruption of kasustimah kasastuntas funds
2335,2409,kasus korupsi timah 271 triliun rupiah rbs pt rbt sorot tajam kupastuntas kasustimah,tin corruption case 271 trillion rupiah rbs pt rbt sharp highlight kupastuntas kasustimah
2336,2410,korupsi 271 triliun pt timah rbs jadi contoh buruk bangsa kupastuntas kasustimah,corruption 271 trillion pt tin rbs is a bad example of the Kupastuntas Kasustimah nation
2337,2411,korupsi 271 triliun pt timah rbs ayo henti kupastuntas kasustimah,corruption 271 trillion pt tin rbs let's stop kupastuntas kasustimah
2338,2412,usut tuntas jangan ada ditutuptutupi kasus korupsi timah kupastuntas kasustimah,usut complete do not have to be covered up for the case of tin corruption kupastuntas kasustimah
2339,2413,korupsi gelap dana pt timah rbs rugi banyak pihak kupastuntas kasustimah,corruption dark funds pt tin rbs loss of many parties coupastuntas kasustimah
2340,2414,rbs pt rbt beri jelas atas duga korupsi timah besar 271 triliun rupiah kupastuntas kasustimah,rbs pt rbt give clarity on the suspicion of massive lead corruption 271 trillion rupiah kupastuntas kasustimah
